models,3,5,10,20,30,40,50,60
mmsyn_sm00,365.68036341667175,235.45703053474426,241.286283493042,258.8567726612091,255.44883998235068,263.6874081293742,269.7226095199585,278.3793765703837
mmsyn_sm01,250.38843393325806
mmsyn_sm02,257.4935636520386
mmsyn_sm03,264.35569914182025
mmsyn_sm04,274.58009298642475
mmsyn_sm10,3114.3049323558807,1236.6825064818065,653.6081859270731,508.2608431975047,425.73142131169635,412.03778862953186,436.720431804657,403.6981709798177
mmsyn_sm06,299.93741750717163
mmsyn_sm07,317.4440764586131
mmsyn_sm08,342.6953744093577
mmsyn_sm09,385.52895458539325
mmsyn_sm11,629.8753976821899
mmsyn_sm12,952.7813886801401
mmsyn_sm13,1408.068035920461
mmsyn_sm18,11157.382846037546
mmsyn_sm05,514.4232114156088,324.635147412618,286.1512973308563,287.1337025165558,292.71684408187866,300.7882098356883,307.03642694155377,315.18974447250366
mmsyn_sm05_ref,504.1059341430664,352.0769922733307,285.7956655025482,286.5744683742523,291.77261900901794,299.096396446228,305.0643267631531,316.9447157382965
mmsyn_sm13_ref,1377.098461151123
mmsyn_sm15_lram,9816.26782377561,4850.385096391042,3155.184271732966,2480.3790880044303,2095.9229513804116,1849.7847890853882
mmsyn_sm15_normal,9752.78939819336,4807.297466913859,3197.001051425934,2499.5546775658927,2128.2110550403595,1869.133778333664
mmsyn_sm05_normal,514.8557839393616,293.9859025478363,284.7375738620758,286.87737886110943,322.70858486493427,300.60481826464337,305.9575231870015,314.915296792984
mmsyn_sm05_lram,507.6531918843587,296.8937909603119,287.2180272738139,288.670171101888,295.7764407793681,303.6709966659546,348.92075395584106,317.9869254430135
mmsyn_sm14,2448.2935420672097
mmsyn_sm17,18897.899023532867
